,mean_difference,bias,std_error,bca_ci_lower,bca_ci_upper,effect_size_cohen_d,effect_size_hedges_g,wilcoxon_stat,wilcoxon_rbc,p_value,significant,channel_pair,frequency_band,channel_pair_type,bonferroni_corrected_p,fdr_corrected_p
3068,-0.008266666666666717,-0.00016739999999999984,0.01444921706129587,-0.04086666666666667,0.01636666666666655,-0.2139417186378109,-0.17115337491024873,8.0,0.23809523809523814,0.5786,False,O2_TTP8h,beta,EEG_EEG,1.0,0.9168425858585859
3069,-0.007400000000000018,6.133666666666669e-05,0.010888593477783658,-0.03569999999999996,0.008766666666666615,-0.2545785851595052,-0.20366286812760417,9.0,0.14285714285714285,0.5358,False,P1_AF4,beta,EEG_EEG,1.0,0.8947337441563962
3070,0.009599999999999968,-6.628000000000189e-05,0.010091987023015373,-0.010366666666666682,0.027963664985199834,0.354787437593449,0.2838299500747592,6.0,-0.4285714285714286,0.3592,False,P1_C2,beta,EEG_EEG,1.0,0.7867282681564246
3071,0.008866666666666632,-3.851666666666691e-05,0.012993756574248755,-0.012166666666666633,0.03966666666666658,0.2574984868241735,0.2059987894593388,9.0,-0.14285714285714285,0.5304,False,P1_C6,beta,EEG_EEG,1.0,0.8925590392451213
3072,0.0011333333333333328,-2.159999999999749e-06,0.01181626617097331,-0.024566666666666615,0.0219333333333333,0.03611858162110505,0.028894865296884044,9.0,-0.14285714285714285,0.908,False,P1_CP4,beta,EEG_EEG,1.0,0.969917307953773
3073,0.011066666666666633,-3.4606666666667577e-05,0.006954196314357405,-0.0004666666666666838,0.027699999999999964,0.5911914847729415,0.4729531878183532,6.0,-0.4285714285714286,0.11,False,P1_CPz,beta,EEG_EEG,1.0,0.4914586894586895
3074,0.007499999999999982,1.1570000000000677e-05,0.007251097926183294,-0.00849999999999995,0.020133333333333267,0.3855320177896657,0.3084256142317326,6.0,-0.4285714285714286,0.301,False,P1_F2,beta,EEG_EEG,1.0,0.7334185829707893
3075,0.015333333333333332,-9.814666666666666e-05,0.011825087470131704,-0.008866666666666582,0.0375666666666666,0.4823055872575308,0.38584446980602466,6.0,-0.4285714285714286,0.2056,False,P1_F6,beta,EEG_EEG,1.0,0.6341894571203777
3076,0.01687999999999998,2.4388000000000187e-05,0.0152753754868892,-0.0017600000000000207,0.0672799999999999,0.4387403202967592,0.319083869306734,5.0,-0.3333333333333333,0.3728,False,P1_FC4,beta,EEG_EEG,1.0,0.7951856987493203
3077,0.010520000000000002,-1.5188000000001048e-05,0.009504422829643864,-0.00915999999999994,0.02715999999999994,0.43987406354389624,0.3199084098501064,4.0,-0.4666666666666666,0.2368,False,P1_FFT8h,beta,EEG_EEG,1.0,0.6796298682284042
